sigma,method,graph_seed,method_seed,cut_raw,cut_rounded,cut_polished,corr_W_inverse_gain,corr_W_gain,runtime_sec,cut_ratio_vs_baseline
0.25,oracle_compensation,2,5,710.0,712.0,715.0,1.0,-1.0,1.0550425052642822,1.0192444761225945
0.25,static_budgeted,2,6,659.0,677.0,697.0,0.0,0.0,0.7417702674865723,0.9935851746258019
0.25,random_budgeted,2,6,693.0,693.0,711.0,0.0,0.0,0.6750490665435791,1.0135424091233072
0.25,hebbian_frobenius,2,6,654.0,654.0,684.0,0.10345505571400083,-0.09514849451130711,76.34627342224121,0.9750534568781183
0.25,hybrid_frobenius,2,6,654.0,654.0,684.0,0.10345505571400083,-0.09514849451130711,76.65123987197876,0.9750534568781183
0.25,oracle_compensation,2,6,689.0,698.0,708.0,1.0,-1.0,0.9852855205535889,1.0092658588738417
0.25,static_budgeted,2,7,665.0,671.0,701.0,0.0,0.0,0.6664390563964844,0.9992872416250891
0.25,random_budgeted,2,7,675.0,686.0,704.0,0.0,0.0,0.668062686920166,1.0035637918745546
0.25,hebbian_frobenius,2,7,614.0,628.0,679.0,0.10108928323132263,-0.06371244192714678,87.48171877861023,0.9679258731290092
0.25,hybrid_frobenius,2,7,627.0,627.0,684.0,0.10108928323132263,-0.06371244192714678,87.36193370819092,0.9750534568781183
0.25,oracle_compensation,2,7,691.0,698.0,702.0,1.0,-1.0,0.9804592132568359,1.000712758374911
0.25,static_budgeted,2,8,663.0,681.0,696.0,0.0,0.0,0.8071792125701904,0.99215965787598
0.25,random_budgeted,2,8,673.0,688.0,700.0,0.0,0.0,0.7177486419677734,0.9978617248752673
0.25,hebbian_frobenius,2,8,610.0,613.0,681.0,0.08242706758333448,-0.07069259380274313,55.53731417655945,0.9707769066286529
0.25,hybrid_frobenius,2,8,610.0,613.0,681.0,0.08242706758333448,-0.07069259380274313,56.67244505882263,0.9707769066286529
0.25,oracle_compensation,2,8,685.0,696.0,711.0,1.0,-1.0,1.099820613861084,1.0135424091233072
0.25,static_budgeted,2,9,680.0,693.0,715.0,0.0,0.0,0.7281255722045898,1.0192444761225945
0.25,random_budgeted,2,9,688.0,690.0,696.0,0.0,0.0,0.5824160575866699,0.99215965787598
0.25,hebbian_frobenius,2,9,623.0,624.0,699.0,0.03549025697345716,-0.035212867798960885,88.37351322174072,0.9964362081254454
0.25,hybrid_frobenius,2,9,623.0,624.0,699.0,0.03549025697345716,-0.035212867798960885,88.02213311195374,0.9964362081254454
0.25,oracle_compensation,2,9,696.0,706.0,711.0,1.0,-1.0,0.9081833362579346,1.0135424091233072
0.5,static_budgeted,2,0,667.0,669.0,699.0,0.0,0.0,1.0349197387695312,0.9964362081254454
0.5,random_budgeted,2,0,675.0,682.0,698.0,0.0,0.0,0.7733175754547119,0.9950106913756237
0.5,hebbian_frobenius,2,0,603.0,603.0,670.0,0.15513625936004946,-0.13260161604654827,86.6931893825531,0.955096222380613
0.5,hybrid_frobenius,2,0,603.0,611.0,683.0,0.15513625936004946,-0.13260161604654827,87.51751661300659,0.9736279401282965
0.5,oracle_compensation,2,0,672.0,685.0,702.0,1.0,-1.0,1.0490853786468506,1.000712758374911
0.5,static_budgeted,2,1,663.0,667.0,701.0,0.0,0.0,1.051717758178711,0.9992872416250891
0.5,random_budgeted,2,1,654.0,677.0,698.0,0.0,0.0,1.0028791427612305,0.9950106913756237
0.5,hebbian_frobenius,2,1,619.0,619.0,699.0,0.11422145659154373,-0.15212167308956437,36.285932302474976,0.9964362081254454
0.5,hybrid_frobenius,2,1,619.0,619.0,699.0,0.11422145659154373,-0.15212167308956437,36.001909255981445,0.9964362081254454
0.5,oracle_compensation,2,1,679.0,686.0,701.0,1.0,-1.0,1.1012890338897705,0.9992872416250891
0.5,static_budgeted,2,2,672.0,672.0,704.0,0.0,0.0,1.0533931255340576,1.0035637918745546
0.5,random_budgeted,2,2,679.0,679.0,699.0,0.0,0.0,0.9561347961425781,0.9964362081254454
0.5,hebbian_frobenius,2,2,596.0,597.0,694.0,0.1358558476311037,-0.10904835234876127,87.22678446769714,0.9893086243763364
0.5,hybrid_frobenius,2,2,596.0,596.0,694.0,0.1358558476311037,-0.10904835234876127,88.06517577171326,0.9893086243763364
0.5,oracle_compensation,2,2,671.0,681.0,703.0,1.0,-1.0,1.1468346118927002,1.0021382751247327
0.5,static_budgeted,2,3,661.0,674.0,692.0,0.0,0.0,1.131483554840088,0.9864575908766928
0.5,random_budgeted,2,3,672.0,675.0,698.0,0.0,0.0,1.0652050971984863,0.9950106913756237
0.5,hebbian_frobenius,2,3,603.0,603.0,680.0,0.1749657621222223,-0.15885901040178527,42.46611976623535,0.9693513898788311
0.5,hybrid_frobenius,2,3,603.0,603.0,680.0,0.1749657621222223,-0.15885901040178527,43.71376967430115,0.9693513898788311
0.5,oracle_compensation,2,3,691.0,693.0,707.0,1.0,-1.0,1.1231706142425537,1.0078403421240199
0.5,static_budgeted,2,4,674.0,674.0,704.0,0.0,0.0,1.2381885051727295,1.0035637918745546
0.5,random_budgeted,2,4,660.0,692.0,703.0,0.0,0.0,0.9116499423980713,1.0021382751247327
0.5,hebbian_frobenius,2,4,619.0,622.0,686.0,0.05790964870821214,-0.11179743246740222,34.40822887420654,0.977904490377762
0.5,hybrid_frobenius,2,4,619.0,622.0,691.0,0.05790964870821214,-0.11179743246740222,35.0330855846405,0.985032074126871
0.5,oracle_compensation,2,4,673.0,673.0,692.0,1.0,-1.0,1.0407531261444092,0.9864575908766928
0.5,static_budgeted,2,5,675.0,675.0,699.0,0.0,0.0,1.3662357330322266,0.9964362081254454
0.5,random_budgeted,2,5,675.0,675.0,698.0,0.0,0.0,1.2722382545471191,0.9950106913756237
0.5,hebbian_frobenius,2,5,608.0,610.0,691.0,0.15677369019955947,-0.1679348047588906,38.96071696281433,0.985032074126871
0.5,hybrid_frobenius,2,5,608.0,610.0,691.0,0.15677369019955947,-0.1679348047588906,39.696611404418945,0.985032074126871
0.5,oracle_compensation,2,5,675.0,679.0,712.0,1.0,-1.0,1.1782593727111816,1.014967925873129
0.5,static_budgeted,2,6,638.0,671.0,695.0,0.0,0.0,1.3142216205596924,0.9907341411261582
0.5,random_budgeted,2,6,686.0,686.0,707.0,0.0,0.0,1.2891759872436523,1.0078403421240199
0.5,hebbian_frobenius,2,6,620.0,634.0,676.0,0.13259111049786654,-0.09825380078521079,82.49798226356506,0.9636493228795439
0.5,hybrid_frobenius,2,6,620.0,620.0,675.0,0.13259111049786654,-0.09825380078521079,83.77421140670776,0.962223806129722
0.5,oracle_compensation,2,6,670.0,694.0,707.0,1.0,-1.0,1.236299753189087,1.0078403421240199
0.5,static_budgeted,2,7,652.0,654.0,683.0,0.0,0.0,1.0146198272705078,0.9736279401282965
0.5,random_budgeted,2,7,673.0,685.0,705.0,0.0,0.0,0.9759893417358398,1.0049893086243764
0.5,hebbian_frobenius,2,7,604.0,605.0,686.0,0.08984933143113946,-0.11786002145791741,87.85894775390625,0.977904490377762
0.5,hybrid_frobenius,2,7,604.0,605.0,686.0,0.08984933143113946,-0.11786002145791741,89.0313241481781,0.977904490377762
0.5,oracle_compensation,2,7,670.0,689.0,704.0,1.0,-1.0,1.0207412242889404,1.0035637918745546
0.5,static_budgeted,2,8,640.0,672.0,693.0,0.0,0.0,1.1058695316314697,0.9878831076265147
0.5,random_budgeted,2,8,663.0,674.0,694.0,0.0,0.0,1.1133041381835938,0.9893086243763364
0.5,hebbian_frobenius,2,8,619.0,620.0,681.0,0.10581129278912133,-0.127635873307113,48.10936760902405,0.9707769066286529
0.5,hybrid_frobenius,2,8,619.0,620.0,681.0,0.10581129278912133,-0.127635873307113,49.97117805480957,0.9707769066286529
0.5,oracle_compensation,2,8,668.0,682.0,701.0,1.0,-1.0,1.1198208332061768,0.9992872416250891
0.5,static_budgeted,2,9,674.0,686.0,700.0,0.0,0.0,0.9679014682769775,0.9978617248752673
0.5,random_budgeted,2,9,673.0,689.0,706.0,0.0,0.0,0.8485603332519531,1.0064148253741982
0.5,hebbian_frobenius,2,9,608.0,608.0,677.0,0.07185203267117188,-0.07482603448407353,87.12772607803345,0.9650748396293657
0.5,hybrid_frobenius,2,9,608.0,608.0,677.0,0.07185203267117188,-0.07482603448407353,87.99985790252686,0.9650748396293657
0.5,oracle_compensation,2,9,664.0,676.0,694.0,1.0,-1.0,1.080768346786499,0.9893086243763364
1.0,static_budgeted,2,0,640.0,648.0,691.0,0.0,0.0,1.9856460094451904,0.985032074126871
1.0,random_budgeted,2,0,652.0,665.0,685.0,0.0,0.0,1.6523127555847168,0.9764789736279401
1.0,hebbian_frobenius,2,0,594.0,594.0,690.0,0.18397180273535554,-0.13563694519443,85.9284303188324,0.9836065573770492
1.0,hybrid_frobenius,2,0,594.0,597.0,690.0,0.18397180273535554,-0.13563694519443,88.56350064277649,0.9836065573770492
1.0,oracle_compensation,2,0,655.0,655.0,702.0,1.0,-1.0,1.4748082160949707,1.000712758374911
1.0,static_budgeted,2,1,636.0,652.0,689.0,0.0,0.0,2.905642509460449,0.9821810406272273
1.0,random_budgeted,2,1,638.0,657.0,687.0,0.0,0.0,2.2864956855773926,0.9793300071275838
1.0,hebbian_frobenius,2,1,589.0,589.0,698.0,0.1854773870847046,-0.1558610691947525,85.67856502532959,0.9950106913756237
1.0,hybrid_frobenius,2,1,582.0,589.0,698.0,0.1854773870847046,-0.1558610691947525,87.39348649978638,0.9950106913756237
1.0,oracle_compensation,2,1,632.0,644.0,682.0,1.0,-1.0,1.4806411266326904,0.9722024233784747
1.0,static_budgeted,2,2,618.0,644.0,683.0,0.0,0.0,2.0048415660858154,0.9736279401282965
1.0,random_budgeted,2,2,644.0,658.0,685.0,0.0,0.0,1.6226115226745605,0.9764789736279401
1.0,hebbian_frobenius,2,2,580.0,580.0,692.0,0.06776223801985737,-0.12798224508492972,88.48159122467041,0.9864575908766928
1.0,hybrid_frobenius,2,2,580.0,580.0,692.0,0.06776223801985737,-0.12798224508492972,88.9310576915741,0.9864575908766928
1.0,oracle_compensation,2,2,622.0,635.0,700.0,1.0,-1.0,1.142092227935791,0.9978617248752673
1.0,static_budgeted,2,3,648.0,649.0,687.0,0.0,0.0,2.45101261138916,0.9793300071275838
1.0,random_budgeted,2,3,643.0,660.0,693.0,0.0,0.0,2.124785900115967,0.9878831076265147
1.0,hebbian_frobenius,2,3,618.0,618.0,693.0,0.08468930050837987,-0.1367873757226199,84.97305083274841,0.9878831076265147
1.0,hybrid_frobenius,2,3,618.0,618.0,693.0,0.08468930050837987,-0.1367873757226199,87.25492572784424,0.9878831076265147
1.0,oracle_compensation,2,3,626.0,630.0,690.0,1.0,-1.0,1.6119000911712646,0.9836065573770492
1.0,static_budgeted,2,4,623.0,628.0,695.0,0.0,0.0,2.712860107421875,0.9907341411261582
1.0,random_budgeted,2,4,649.0,659.0,695.0,0.0,0.0,1.9459199905395508,0.9907341411261582
1.0,hebbian_frobenius,2,4,588.0,591.0,686.0,0.04186730473427739,-0.1124786345647304,74.44319653511047,0.977904490377762
1.0,hybrid_frobenius,2,4,588.0,591.0,686.0,0.04186730473427739,-0.1124786345647304,76.6898603439331,0.977904490377762
1.0,oracle_compensation,2,4,602.0,634.0,699.0,1.0,-1.0,1.6091949939727783,0.9964362081254454
1.0,static_budgeted,2,5,641.0,662.0,699.0,0.0,0.0,3.711337089538574,0.9964362081254454
1.0,random_budgeted,2,5,661.0,661.0,701.0,0.0,0.0,4.27615761756897,0.9992872416250891
1.0,hebbian_frobenius,2,5,597.0,599.0,677.0,0.04480557165171569,-0.14742231348053422,86.51442956924438,0.9650748396293657
1.0,hybrid_frobenius,2,5,597.0,599.0,677.0,0.04480557165171569,-0.14742231348053422,89.75408291816711,0.9650748396293657
1.0,oracle_compensation,2,5,620.0,635.0,690.0,1.0,-1.0,1.7993237972259521,0.9836065573770492
1.0,static_budgeted,2,6,639.0,639.0,690.0,0.0,0.0,3.5172839164733887,0.9836065573770492
1.0,random_budgeted,2,6,657.0,663.0,700.0,0.0,0.0,3.63659405708313,0.9978617248752673
1.0,hebbian_frobenius,2,6,593.0,599.0,682.0,0.10964364312888716,-0.1798124851142856,84.35500311851501,0.9722024233784747
1.0,hybrid_frobenius,2,6,589.0,595.0,682.0,0.10964364312888716,-0.1798124851142856,87.44116258621216,0.9722024233784747
1.0,oracle_compensation,2,6,640.0,655.0,690.0,1.0,-1.0,1.4591164588928223,0.9836065573770492
1.0,static_budgeted,2,7,640.0,649.0,670.0,0.0,0.0,1.8690886497497559,0.955096222380613
1.0,random_budgeted,2,7,638.0,646.0,688.0,0.0,0.0,2.8855183124542236,0.9807555238774056
1.0,hebbian_frobenius,2,7,602.0,602.0,680.0,-0.0006861304182376631,-0.08470590492080111,62.51291346549988,0.9693513898788311
1.0,hybrid_frobenius,2,7,602.0,602.0,682.0,-0.0006861304182376631,-0.08470590492080111,64.9684157371521,0.9722024233784747
1.0,oracle_compensation,2,7,641.0,642.0,689.0,1.0,-1.0,1.4871158599853516,0.9821810406272273
1.0,static_budgeted,2,8,631.0,662.0,706.0,0.0,0.0,2.89886736869812,1.0064148253741982
1.0,random_budgeted,2,8,621.0,646.0,698.0,0.0,0.0,2.443488836288452,0.9950106913756237
1.0,hebbian_frobenius,2,8,595.0,595.0,687.0,0.09611093508743783,-0.10801094226873983,89.68304586410522,0.9793300071275838
1.0,hybrid_frobenius,2,8,593.0,593.0,687.0,0.09611093508743783,-0.10801094226873983,92.87007236480713,0.9793300071275838
1.0,oracle_compensation,2,8,620.0,635.0,699.0,1.0,-1.0,1.492717981338501,0.9964362081254454
1.0,static_budgeted,2,9,611.0,655.0,691.0,0.0,0.0,1.652662754058838,0.985032074126871
1.0,random_budgeted,2,9,635.0,661.0,693.0,0.0,0.0,1.4435961246490479,0.9878831076265147
1.0,hebbian_frobenius,2,9,591.0,594.0,682.0,0.09841950763243498,-0.07286605082926771,89.67676281929016,0.9722024233784747
1.0,hybrid_frobenius,2,9,591.0,591.0,682.0,0.09841950763243498,-0.07286605082926771,89.89785933494568,0.9722024233784747
1.0,oracle_compensation,2,9,650.0,650.0,686.0,1.0,-1.0,1.348832130432129,0.977904490377762
